[[スキーマ療法とは何か]],早期不適応的スキーマとモードを扱い慢性的な対人・感情問題を改善する治療を整理する,content/04_臨床実践・治療/心理療法
[[トラウマ焦点化認知行動療法とは何か]],外傷記憶や回避行動を安全に扱いPTSD症状の軽減を目指す治療を解説する,content/04_臨床実践・治療/心理療法
[[EMDRとは何か]],眼球運動などの両側性刺激を用いて外傷記憶の再処理を促す治療を整理する,content/04_臨床実践・治療/心理療法
[[ナラティブ・エクスポージャー・セラピーとは何か]],人生史の中で外傷体験を位置づけ直しPTSD症状を扱う治療を解説する,content/04_臨床実践・治療/心理療法
[[家族療法とは何か]],個人の症状を家族システムや相互作用の中で理解し介入する方法を整理する,content/04_臨床実践・治療/心理療法
[[夫婦療法とは何か]],パートナー間のコミュニケーション・葛藤・親密性を扱う心理療法を解説する,content/04_臨床実践・治療/心理療法
[[集団精神療法とは何か]],参加者同士の相互作用を治療資源として用いる心理療法を整理する,content/04_臨床実践・治療/心理療法
[[心理教育とは何か]],疾患理解・再発予防・対処法を患者や家族と共有する治療的介入を解説する,content/04_臨床実践・治療/心理療法
[[動機づけ面接とは何か]],両価性を尊重し本人の変化への動機を引き出す面接技法を整理する,content/04_臨床実践・治療/心理療法
[[解決志向ブリーフセラピーとは何か]],問題原因よりも例外・強み・目標に焦点を当てる短期療法を解説する,content/04_臨床実践・治療/心理療法
[[森田療法とは何か]],不安や症状をあるがままに受け入れ目的本位の行動を促す日本発の治療を整理する,content/04_臨床実践・治療/心理療法
[[認知処理療法CPTとは何か]],トラウマ後の自己・他者・世界への信念を扱うPTSD治療を解説する,content/04_臨床実践・治療/心理療法
[[心理療法における治療同盟とは何か]],目標・課題・信頼関係の一致が治療効果に与える影響を整理する,content/04_臨床実践・治療/心理療法
[[心理療法の適応はどう判断するのか]],症状・動機づけ・リスク・認知機能・生活環境から心理療法の適応を考える,content/04_臨床実践・治療/心理療法
[[心理療法の副作用とは何か]],症状悪化・依存・境界侵害など治療による有害事象を予防する視点を整理する,content/04_臨床実践・治療/心理療法
[[心理療法の終結はどう行うのか]],治療目標の確認・再発予防・別れの感情を扱い安全に終える方法を解説する,content/04_臨床実践・治療/心理療法
[[オンライン心理療法とは何か]],遠隔で心理療法を行う利点・限界・安全管理・プライバシーを整理する,content/04_臨床実践・治療/心理療法
[[児童への心理療法では何に注意するのか]],発達段階・家族・学校・遊びを踏まえた治療設定と介入を解説する,content/04_臨床実践・治療/心理療法
[[高齢者への心理療法では何に注意するのか]],認知機能・身体疾患・喪失体験・生活支援を踏まえた心理療法を整理する,content/04_臨床実践・治療/心理療法
[[心理療法と薬物療法はどう組み合わせるのか]],症状軽減と行動変容を相補的に進める統合治療の考え方を解説する,content/04_臨床実践・治療/心理療法
[[精神科薬物療法とは何か]],精神症状に対して神経伝達や脳回路を調整する薬物治療の全体像を整理する,content/04_臨床実践・治療/薬物療法
[[向精神薬の基本分類とは何か]],抗うつ薬・抗精神病薬・気分安定薬・抗不安薬・睡眠薬などの分類を解説する,content/04_臨床実践・治療/薬物療法
[[薬物療法のリスクベネフィットをどう考えるか]],効果・副作用・患者の価値観・長期予後を踏まえた意思決定を整理する,content/04_臨床実践・治療/薬物療法
[[抗うつ薬とは何か]],うつ病や不安症に用いられる薬剤群の作用機序・適応・注意点を概観する,content/04_臨床実践・治療/薬物療法
[[SSRIとは何か]],選択的セロトニン再取り込み阻害薬の作用・適応・副作用を整理する,content/04_臨床実践・治療/薬物療法
[[SNRIとは何か]],セロトニン・ノルアドレナリン再取り込み阻害薬の特徴と疼痛への応用を解説する,content/04_臨床実践・治療/薬物療法
[[NaSSAとは何か]],ミルタザピンなどの作用機序・鎮静・食欲増加などの特徴を整理する,content/04_臨床実践・治療/薬物療法
[[三環系抗うつ薬とは何か]],古典的抗うつ薬の効果・抗コリン作用・心毒性・過量服薬リスクを解説する,content/04_臨床実践・治療/薬物療法
[[MAO阻害薬とは何か]],モノアミン酸化酵素阻害薬の作用機序・食事制限・相互作用を整理する,content/04_臨床実践・治療/薬物療法
[[抗うつ薬の賦活症候群とは何か]],開始初期に不安・焦燥・不眠が増える現象と自殺リスク管理を解説する,content/04_臨床実践・治療/薬物療法
[[抗うつ薬の性機能障害とは何か]],SSRIなどで起こる性欲低下や射精・オルガズム障害への対応を整理する,content/04_臨床実践・治療/薬物療法
[[抗うつ薬中止症候群とは何か]],急な中止でめまい・しびれ・不安などが出る仕組みと減薬方法を解説する,content/04_臨床実践・治療/薬物療法
[[抗精神病薬とは何か]],ドパミン受容体遮断を中心とする薬剤の効果・適応・副作用を整理する,content/04_臨床実践・治療/薬物療法
[[第一世代抗精神病薬とは何か]],定型抗精神病薬の特徴・錐体外路症状・高プロラクチン血症を解説する,content/04_臨床実践・治療/薬物療法
[[第二世代抗精神病薬とは何か]],非定型抗精神病薬の特徴・代謝副作用・陰性症状への効果を整理する,content/04_臨床実践・治療/薬物療法
[[抗精神病薬の錐体外路症状とは何か]],パーキンソニズム・ジストニア・アカシジア・遅発性ジスキネジアを解説する,content/04_臨床実践・治療/薬物療法
[[アカシジアをどう見分けるか]],内的焦燥と不穏・不安・自殺念慮を鑑別し治療につなげる方法を整理する,content/04_臨床実践・治療/薬物療法
[[悪性症候群とは何か]],抗精神病薬などに関連する発熱・筋強剛・意識障害への緊急対応を解説する,content/04_臨床実践・治療/薬物療法
[[高プロラクチン血症とは何か]],抗精神病薬による月経異常・乳汁分泌・性機能障害・骨代謝への影響を整理する,content/04_臨床実践・治療/薬物療法
[[抗精神病薬の代謝副作用とは何か]],体重増加・糖脂質代謝異常をモニタリングと予防の観点から解説する,content/04_臨床実践・治療/薬物療法
[[クロザピンとは何か]],治療抵抗性統合失調症に用いる薬剤の効果・無顆粒球症・モニタリングを整理する,content/04_臨床実践・治療/薬物療法
[[LAIとは何か]],持効性注射製剤のメリット・適応・アドヒアランス支援を解説する,content/04_臨床実践・治療/薬物療法
[[気分安定薬とは何か]],双極性障害の躁・うつ・再発予防に用いる薬剤群を概観する,content/04_臨床実践・治療/薬物療法
[[リチウムとは何か]],双極性障害の標準薬としての効果・血中濃度管理・中毒症状を整理する,content/04_臨床実践・治療/薬物療法
[[リチウム中毒とは何か]],振戦・下痢・意識障害・腎機能障害を伴う中毒の予防と対応を解説する,content/04_臨床実践・治療/薬物療法
[[バルプロ酸とは何か]],躁状態や気分安定に用いる薬剤の効果・肝障害・催奇形性を整理する,content/04_臨床実践・治療/薬物療法
[[ラモトリギンとは何か]],双極性うつや再発予防に使われる薬剤の特徴と皮疹リスクを解説する,content/04_臨床実践・治療/薬物療法
[[カルバマゼピンとは何か]],気分安定薬としての作用・薬物相互作用・皮膚障害リスクを整理する,content/04_臨床実践・治療/薬物療法
[[ベンゾジアゼピン系薬とは何か]],抗不安・催眠・筋弛緩作用を持つ薬剤の適応と依存リスクを解説する,content/04_臨床実践・治療/薬物療法
[[ベンゾジアゼピン依存とは何か]],長期使用による耐性・離脱・転倒や認知機能低下を整理する,content/04_臨床実践・治療/薬物療法
[[非ベンゾジアゼピン系睡眠薬とは何か]],Z薬の特徴・副作用・依存リスクを解説する,content/04_臨床実践・治療/薬物療法
[[オレキシン受容体拮抗薬とは何か]],睡眠覚醒調節系に作用する不眠症治療薬の特徴を整理する,content/04_臨床実践・治療/薬物療法
[[メラトニン受容体作動薬とは何か]],概日リズムや入眠を調整する薬剤の作用と使い方を解説する,content/04_臨床実践・治療/薬物療法
[[ADHD治療薬とは何か]],メチルフェニデート・アトモキセチン・グアンファシンなどの特徴を整理する,content/04_臨床実践・治療/薬物療法
[[認知症治療薬とは何か]],コリンエステラーゼ阻害薬やメマンチンの効果・限界・副作用を解説する,content/04_臨床実践・治療/薬物療法
[[抗認知症薬の使い分けはどう考えるか]],認知症の種類・症状・副作用・介護状況を踏まえた薬剤選択を整理する,content/04_臨床実践・治療/薬物療法
[[薬物相互作用とは何か]],CYP代謝・併用薬・食品との相互作用が精神科薬物療法に与える影響を解説する,content/04_臨床実践・治療/薬物療法
[[妊娠中の精神科薬物療法はどう考えるか]],母体の再発リスクと胎児・新生児への影響を比較する意思決定を整理する,content/04_臨床実践・治療/薬物療法
[[授乳中の精神科薬物療法はどう考えるか]],乳汁移行・乳児への影響・母親の治療継続を踏まえた判断を解説する,content/04_臨床実践・治療/薬物療法
[[高齢者の薬物療法では何に注意するか]],多剤併用・腎肝機能低下・転倒・せん妄リスクを整理する,content/04_臨床実践・治療/薬物療法
[[小児青年期の薬物療法では何に注意するか]],発達段階・保護者同意・副作用・心理社会的介入との併用を解説する,content/04_臨床実践・治療/薬物療法
[[TDMとは何か]],血中薬物濃度モニタリングを用いて有効性と安全性を最適化する方法を整理する,content/04_臨床実践・治療/薬物療法
[[多剤併用をどう減らすか]],処方カスケードや漫然投与を見直し安全な減薬を行う考え方を解説する,content/04_臨床実践・治療/薬物療法
[[減薬と中止はどう進めるべきか]],再発リスク・離脱症状・患者希望を踏まえた段階的な薬剤調整を整理する,content/04_臨床実践・治療/薬物療法
[[薬物療法のアドヒアランスをどう支えるか]],副作用説明・共同意思決定・服薬支援を通じて継続を助ける方法を解説する,content/04_臨床実践・治療/薬物療法
[[電気けいれん療法ECTとは何か]],重症うつ病や緊張病などに用いる身体療法の原理・適応・安全性を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[修正型ECTとは何か]],麻酔と筋弛緩を用いて安全に実施する現代的ECTの手順を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[ECTの適応はどう判断するか]],精神病性うつ病・希死念慮・緊張病・治療抵抗性症例での適応を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[ECTの副作用には何があるのか]],一過性健忘・頭痛・筋肉痛・麻酔関連リスクなどを解説する,content/04_臨床実践・治療/神経調節・身体療法
[[反復経頭蓋磁気刺激rTMSとは何か]],磁気刺激で皮質活動を調整する治療法の原理・適応・限界を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[rTMSはうつ病にどう効くのか]],背外側前頭前野刺激を通じた前頭辺縁系ネットワーク調整を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[rTMSの安全性と副作用は何か]],頭痛・不快感・けいれんリスク・禁忌を実施前確認として整理する,content/04_臨床実践・治療/神経調節・身体療法
[[シータバースト刺激とは何か]],短時間で実施できるTMSプロトコルの特徴と臨床応用を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[tDCSとは何か]],弱い直流電流で皮質興奮性を調整する非侵襲的脳刺激法を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[tACSとは何か]],交流電流を用いて神経振動に介入する脳刺激法の考え方を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[迷走神経刺激療法VNSとは何か]],迷走神経を刺激し脳内ネットワークを調整する治療法の適応を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[深部脳刺激DBSとは何か]],脳深部に電極を留置し異常回路を調整する治療法を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[DBSは強迫症にどう使われるのか]],皮質線条体視床回路を標的とする治療の考え方と課題を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[集束超音波治療とは何か]],超音波で脳深部へ非侵襲的に介入する技術の原理と精神神経領域での可能性を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[光療法とは何か]],高照度光で概日リズムを調整し季節性うつ病や睡眠リズム障害に用いる方法を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[睡眠覚醒リズム療法とは何か]],睡眠・光・活動・社会的リズムを調整して気分症状や不眠を改善する方法を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[運動療法は精神症状にどう効くのか]],有酸素運動や筋力トレーニングが気分・不安・睡眠に与える効果を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[ヨガや呼吸法は精神医療でどう使われるのか]],身体感覚・自律神経・注意制御を通じた補助的介入を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[栄養療法は精神医療でどこまで有効か]],食事・栄養欠乏・腸脳相関と精神症状の関係を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[オメガ3脂肪酸は精神疾患に有効なのか]],気分障害や炎症との関連から補助療法としての可能性を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[腸脳相関に基づく治療とは何か]],腸内細菌・炎症・迷走神経を介した精神症状への介入可能性を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[バイオフィードバックとは何か]],心拍・筋緊張・皮膚電気活動などを可視化して自己調整を学ぶ方法を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[ニューロフィードバックとは何か]],脳波などの神経活動をフィードバックして自己調整を促す治療を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[リラクゼーション法とは何か]],筋弛緩法・呼吸法・イメージ法を用いて緊張や不安を軽減する方法を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[自律訓練法とは何か]],身体感覚への注意と自己暗示でリラックス反応を促す技法を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[漸進的筋弛緩法とは何か]],筋肉の緊張と弛緩を通じて身体的緊張を下げる方法を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[睡眠衛生指導とは何か]],睡眠環境・生活習慣・刺激制御を整えて不眠改善を図る基本介入を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[クロノセラピーとは何か]],光・睡眠時間・メラトニンを用いて体内時計を調整する治療を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[身体活動処方とは何か]],患者の状態に応じて安全に運動量を設定する臨床的手順を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[身体療法のインフォームドコンセントでは何を説明するか]],ECTやTMSなどの効果・リスク・代替治療を共有する方法を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[神経調節療法の効果判定はどう行うか]],症状尺度・機能評価・副作用・患者報告を用いて治療効果を整理する,content/04_臨床実践・治療/神経調節・身体療法
[[神経調節療法と薬物療法はどう組み合わせるか]],相乗効果・副作用・治療抵抗性への対応を考える統合治療を解説する,content/04_臨床実践・治療/神経調節・身体療法
[[精神科リハビリテーションとは何か]],症状だけでなく生活機能・社会参加・本人の希望を支える治療的支援を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[リカバリー志向支援とは何か]],疾患の有無にかかわらず希望・自己決定・役割回復を重視する支援を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[生活技能訓練SSTとは何か]],対人場面で必要な会話・自己主張・問題解決を練習する支援を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[認知リハビリテーションとは何か]],注意・記憶・実行機能の低下に対して訓練や代償方略を用いる支援を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[認知矯正療法とは何か]],統合失調症などの認知機能障害に対して課題練習とメタ認知を組み合わせる方法を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[作業療法は精神科で何をするのか]],活動を通じて生活リズム・自己効力感・社会参加を支援する役割を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[デイケアとは何か]],通所プログラムを通じて生活リズム・対人関係・就労準備を支える支援を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[訪問看護は精神科で何を支えるのか]],服薬・生活・症状・家族関係を地域生活の中で支援する役割を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[ACTとは何か]],重症精神障害者に対して多職種が地域で包括的に支援するモデルを整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[ケースマネジメントとは何か]],本人のニーズと医療・福祉・地域資源を調整する支援方法を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[ケアマネジメントとケースマネジメントは何が違うのか]],制度上のケア調整と個別支援調整の違いを整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[地域移行支援とは何か]],長期入院から地域生活へ移るための住居・生活・医療福祉支援を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[地域定着支援とは何か]],退院後の生活継続と再入院予防を目的とした支援を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[就労支援とは何か]],精神疾患を持つ人の就職・職場適応・定着を支える支援を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[IPS援助付き雇用とは何か]],本人の希望に基づき早期に一般就労を支援するモデルを整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[リワークプログラムとは何か]],休職者の復職準備・再発予防・職場調整を支援するプログラムを解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[休職復職支援はどう進めるか]],診断書・主治医意見・職場連携・段階的復帰を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[学業支援は精神医療でどう行うか]],学校生活・合理的配慮・不登校支援・発達特性を踏まえた支援を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[家族支援とは何か]],家族の負担・理解・関わり方を支え本人の回復を促す方法を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[家族心理教育とは何か]],疾患理解・再発サイン・コミュニケーション改善を家族と共有する介入を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[ピアサポートとは何か]],同じ経験を持つ人同士の支援が希望や社会参加を促す仕組みを整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[セルフヘルプグループとは何か]],当事者同士が経験を共有し回復を支え合う場の役割を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[クライシスプランとは何か]],危機時のサイン・対処・連絡先・支援方法を本人と支援者で共有する計画を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[WRAPとは何か]],元気回復行動プランとして日常のセルフケアと危機対応を本人主体で整理する方法を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[服薬自己管理支援とは何か]],飲み忘れ防止・副作用把握・本人の納得を支える具体的支援を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[生活リズム支援とは何か]],睡眠・食事・活動・社会的リズムを整えて再発予防につなげる方法を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[金銭管理支援とは何か]],浪費・依存・認知機能低下・生活困窮に対する実践的支援を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[住居支援とは何か]],安定した住まいを確保し地域生活を維持するための支援を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[身体健康管理支援とは何か]],生活習慣病・喫煙・運動不足・薬剤副作用への包括的支援を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[認知症の生活支援とは何か]],本人の残存能力・環境調整・介護者支援を組み合わせる方法を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[BPSDへの非薬物的支援とは何か]],認知症に伴う行動心理症状に対する環境調整・関わり方・生活支援を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[発達障害の生活支援とは何か]],感覚特性・実行機能・対人困難に対する環境調整とスキル支援を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[ひきこもり支援とは何か]],本人の安全・家族支援・段階的な社会参加を重視する支援を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[依存症の回復支援とは何か]],再使用予防・自助グループ・生活再建・家族支援を含む包括的支援を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[摂食障害の生活支援とは何か]],食事・身体管理・家族支援・心理教育を組み合わせる支援を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[トラウマインフォームドケアとは何か]],支援場面で再トラウマ化を避け安全・選択・協働を重視する方法を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[合理的配慮とは何か]],障害特性に応じて学業・職場・医療場面で環境調整を行う考え方を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[社会資源の活用とは何か]],医療・福祉・行政・就労・住居支援を患者のニーズに合わせてつなぐ方法を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[リハビリテーションにおける目標設定とは何か]],本人の希望と現実的ステップをすり合わせる支援計画の作り方を整理する,content/04_臨床実践・治療/リハビリ・生活支援
[[リハビリテーションの効果判定はどう行うか]],症状だけでなく生活機能・参加・満足度を評価する方法を解説する,content/04_臨床実践・治療/リハビリ・生活支援
[[医療安全とは何か]],患者に害を与えないためのシステム設計・チーム連携・リスク管理を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[精神科医療安全の特徴は何か]],自殺・暴力・離院・隔離拘束・薬剤事故など精神科特有のリスクを解説する,content/04_臨床実践・治療/医療安全・危機対応
[[自殺リスクへの危機対応とは何か]],希死念慮・計画性・手段・保護因子を評価し安全を確保する方法を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[安全計画とは何か]],自殺危機時のサイン・対処・支援先・手段制限を本人と共有する計画を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[自殺未遂後の再企図予防とは何か]],救急対応後の精神科評価・フォローアップ・家族連携を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[自傷行為への初期対応はどう行うか]],傷の処置・自殺意図評価・感情調整支援・再発予防を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[暴力リスク評価とは何か]],過去歴・症状・物質使用・環境要因から暴力リスクを構造的に評価する方法を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[興奮状態への対応はどう行うか]],安全確保・刺激低減・言語的鎮静・薬物療法を段階的に行う方法を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[言語的ディエスカレーションとは何か]],興奮や攻撃性を言葉と態度で鎮める技法を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[急速鎮静とは何か]],強い興奮や危険性がある場面で薬物により安全を確保する対応を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[隔離の適応と安全管理とは何か]],自他害リスクを下げるための隔離の条件・観察・解除判断を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[身体拘束の適応とリスク管理とは何か]],拘束の要件・合併症予防・最小化・記録を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[離院リスクへの対応とは何か]],認知症・精神病・自殺リスク患者の無断離院を予防し発生時に対応する方法を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[転倒転落リスク管理とは何か]],高齢者・薬剤・せん妄・身体疾患を踏まえて転倒を防ぐ方法を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[誤嚥窒息リスク管理とは何か]],嚥下機能・鎮静薬・食形態・観察体制を整える安全対策を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[過量服薬リスクへの対応とは何か]],処方量・家族管理・安全計画・救急連携を用いた予防を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[向精神薬の処方ミスを防ぐには何を確認するか]],用量・相互作用・重複・禁忌・腎肝機能を確認する手順を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[薬剤副作用の早期発見はどう行うか]],錐体外路症状・代謝副作用・悪性症候群などをモニタリングする方法を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[せん妄への危機対応とは何か]],原因検索・環境調整・安全確保・薬物療法を組み合わせる方法を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[悪性症候群への初期対応とは何か]],原因薬中止・全身管理・専門科連携を含む緊急対応を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[セロトニン症候群への初期対応とは何か]],原因薬中止・支持療法・重症度評価を行う方法を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[リチウム中毒への初期対応とは何か]],血中濃度・腎機能・脱水・透析適応を確認する対応を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[アルコール離脱せん妄への対応とは何か]],離脱評価・ベンゾジアゼピン・ビタミン補充・全身管理を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[身体疾患の見逃しを防ぐ精神科初期対応とは何か]],意識障害・急性発症・神経症状・バイタル異常をレッドフラッグとして確認する方法を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[精神科救急のトリアージとは何か]],自他害リスク・身体緊急度・意識障害・社会的危機を優先順位づける方法を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[災害時の精神科危機対応とは何か]],急性ストレス反応・薬剤中断・避難所支援・地域連携を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[虐待疑いへの対応とは何か]],児童・高齢者・障害者虐待を疑った際の安全確認・通告・連携を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[DV被害への精神科対応とは何か]],安全確保・トラウマケア・法的資源・地域支援につなぐ方法を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[ストーキング被害への精神科対応とは何か]],安全計画・警察連携・トラウマ反応への支援を整理する,content/04_臨床実践・治療/医療安全・危機対応
[[患者からのハラスメントにどう対応するか]],スタッフ安全・境界設定・記録・組織対応を解説する,content/04_臨床実践・治療/医療安全・危機対応
[[境界設定の危機対応とは何か]],過剰要求・依存・怒りに対して治療構造を守る方法を整理する,content/04_臨床実践・治療/医療安全・危機対応
